kanji,kana,level
免除,めんじょ,n1
面する,めんする,n1
面目,めんぼく,n1
設ける,もうける,n1
申し入れる,もうしいれる,n1
申し込み,もうしこみ,n1
申出,もうしで,n1
申し出る,もうしでる,n1
申し分,もうしぶん,n1
盲点,もうてん,n1
猛烈,もうれつ,n1
藻掻く,もがく,n1
目録,もくろく,n1
目論見,もくろみ,n1
模型,もけい,n1
模索,もさく,n1
若し,もし,n1
若しかしたら,もしかしたら,n1
若しかして,もしかして,n1
若しかすると,もしかすると,n1
若しくは,もしくは,n1
若しも,もしも,n1
齎らす,もたらす,n1
凭れる,もたれる,n1
持ち,もち,n1
持ち切り,もちきり,n1
物体ない,もったいない,n1
以て,もって,n1
専ら,もっぱら,n1
持て成す,もてなす,n1
持てる,もてる,n1
基,もとい,n1
物置き,ものおき,n1
物好き,ものずき,n1
物足りない,ものたりない,n1
最早,もはや,n1
模範,もはん,n1
模倣,もほう,n1
揉める,もめる,n1
腿,もも,n1
催す,もよおす,n1
漏らす,もらす,n1
盛り上がる,もりあがる,n1
漏る,もる,n1
漏れる,もれる,n1
脆い,もろい,n1
もろに,もろに,n1
問,もん,n1
矢,や,n1
哉,や,n1
喧しい,やかましい,n1
野外,やがい,n1
軈て,やがて,n1
夜行,やぎょう,n1
役職,やくしょく,n1
役立つ,やくだつ,n1
役場,やくば,n1
夜具,やぐ,n1
優,やさ,n1
屋敷,やしき,n1
養う,やしなう,n1
社,やしろ,n1
野心,やしん,n1
易い,やすい,n1
安っぽい,やすっぽい,n1
休める,やすめる,n1
野生,やせい,n1
矢鱈に,やたらに,n1
夜中,やちゅう,n1
奴,やっこ,n1
やっ付ける,やっつける,n1
矢っ張り,やっぱり,n1
野党,やとう,n1
病,やまい,n1
闇,やみ,n1
病む,やむ,n1
止むを得ない,やむをえない,n1
稍,やや,n1
ややこしい,ややこしい,n1
遣り通す,やりとおす,n1
やり遂げる,やりとげる,n1
遣る,やる,n1
和らげる,やわらげる,n1
優位,ゆうい,n1
憂鬱,ゆううつ,n1
有益,ゆうえき,n1
優越,ゆうえつ,n1
勇敢,ゆうかん,n1
有機,ゆうき,n1
夕暮れ,ゆうぐれ,n1
融資,ゆうし,n1
有する,ゆうする,n1
融通,ゆうずう,n1
優勢,ゆうせい,n1
優先,ゆうせん,n1
誘導,ゆうどう,n1
優美,ゆうび,n1
有望,ゆうぼう,n1
遊牧,ゆうぼく,n1
夕焼け,ゆうやけ,n1
有力,ゆうりょく,n1
幽霊,ゆうれい,n1
誘惑,ゆうわく,n1
揺さぶる,ゆさぶる,n1
茹でる,ゆでる,n1
ゆとり,ゆとり,n1
指差す,ゆびさす,n1
弓,ゆみ,n1
揺らぐ,ゆらぐ,n1
緩む,ゆるむ,n1
緩める,ゆるめる,n1
緩やか,ゆるやか,n1
世,よ,n1
好い,よい,n1
要因,よういん,n1
溶液,ようえき,n1
用件,ようけん,n1
養護,ようご,n1
用紙,ようし,n1
様式,ようしき,n1
要する,ようする,n1
要請,ようせい,n1
養成,ようせい,n1
様相,ようそう,n1
用品,ようひん,n1
洋風,ようふう,n1
用法,ようほう,n1
要望,ようぼう,n1
余暇,よか,n1
予感,よかん,n1
余興,よきょう,n1
預金,よきん,n1
抑圧,よくあつ,n1
浴室,よくしつ,n1
抑制,よくせい,n1
欲深い,よくふかい,n1
欲望,よくぼう,n1
寄こす,よこす,n1
横綱,よこづな,n1
葦,よし,n1
善し悪し,よしあし,n1
予想,よそう,n1
余所見,よそみ,n1
余地,よち,n1
依って,よって,n1
余程,よっぽど,n1
与党,よとう,n1
呼び止める,よびとめる,n1
夜更かし,よふかし,n1
夜更け,よふけ,n1
読み上げる,よみあげる,n1
寄り掛かる,よりかかる,n1
宜しく,よろしく,n1
弱まる,よわまる,n1
弱める,よわめる,n1
弱る,よわる,n1
来場,らいじょう,n1
酪農,らくのう,n1
落下,らっか,n1
楽観,らっかん,n1
濫用,らんよう,n1
理屈,りくつ,n1
利根,りこん,n1
利子,りし,n1
利潤,りじゅん,n1
理性,りせい,n1
利息,りそく,n1
立体,りったい,n1
立法,りっぽう,n1
利点,りてん,n1
略語,りゃくご,n1
略奪,りゃくだつ,n1
流,りゅう,n1
流通,りゅうつう,n1
了,りょう,n1
料,りょう,n1
領域,りょういき,n1
了解,りょうかい,n1
領海,りょうかい,n1
両極,りょうきょく,n1
良好,りょうこう,n1
良識,りょうしき,n1
良質,りょうしつ,n1
了承,りょうしょう,n1
良心,りょうしん,n1
領地,りょうち,n1
領土,りょうど,n1
両立,りょうりつ,n1
旅客,りょかく,n1
旅券,りょけん,n1
履歴,りれき,n1
理論,りろん,n1
輪,りん,n1
林業,りんぎょう,n1
類似,るいじ,n1
類推,るいすい,n1
冷酷,れいこく,n1
冷蔵,れいぞう,n1
冷淡,れいたん,n1
恋愛,れんあい,n1
連休,れんきゅう,n1
連日,れんじつ,n1
連中,れんじゅう,n1
連帯,れんたい,n1
連邦,れんぽう,n1
連盟,れんめい,n1
老衰,ろうすい,n1
朗読,ろうどく,n1
浪費,ろうひ,n1
労力,ろうりょく,n1
碌な,ろくな,n1
碌に,ろくに,n1
露骨,ろこつ,n1
論議,ろんぎ,n1
論理,ろんり,n1
和,わ,n1
我がまま,わがまま,n1
枠,わく,n1
惑星,わくせい,n1
技,わざ,n1
態と,わざと,n1
態々,わざわざ,n1
煩わしい,わずらわしい,n1
渡り鳥,わたりどり,n1
詫び,わび,n1
和風,わふう,n1
和文,わぶん,n1
藁,わら,n1
割合に,わりあいに,n1
割り当て,わりあて,n1
割り込む,わりこむ,n1
割り算,わりざん,n1
割引き,わりびき,n1
悪者,わるもの,n1
アイデア,アイデア,n1
アクセル,アクセル,n1
アップ,アップ,n1
アプローチ,アプローチ,n1
アマチュア,アマチュア,n1
アラブ,アラブ,n1
アルカリ,アルカリ,n1
アルミ,アルミ,n1
アワー,アワー,n1
アンケート,アンケート,n1
アンコール,アンコール,n1
イエス,イエス,n1
インターチェンジ,インターチェンジ,n1
インターナショナル,インターナショナル,n1
インターフォン,インターフォン,n1
インテリ,インテリ,n1
インフォメーション,インフォメーション,n1
インフレ,インフレ,n1
ウェートレス,ウェートレス,n1
エアメール,エアメール,n1
エレガント,エレガント,n1
エンジニア,エンジニア,n1
オーケー,オーケー,n1
オートマチック,オートマチック,n1
オープン,オープン,n1
オリエンテーション,オリエンテーション,n1
オレンジ,オレンジ,n1
オンライン,オンライン,n1
カーペット,カーペット,n1
カクテル,カクテル,n1
カット,カット,n1
カテゴリー,カテゴリー,n1
カムバック,カムバック,n1
カメラマン,カメラマン,n1
カルテ,カルテ,n1
カンニング,カンニング,n1
ガイド,ガイド,n1
ガイドブック,ガイドブック,n1
ガレージ,ガレージ,n1
キャッチ,キャッチ,n1
キャリア,キャリア,n1
クイズ,クイズ,n1
クラブ,クラブ,n1
クレーン,クレーン,n1
グラフ,グラフ,n1
グレー,グレー,n1
ゲスト,ゲスト,n1
コーナー,コーナー,n1
コマーシャル,コマーシャル,n1
コミュニケーション,コミュニケーション,n1
コメント,コメント,n1
コンタクト,コンタクト,n1
コンテスト,コンテスト,n1
コントラスト,コントラスト,n1
コントロール,コントロール,n1
コンパス,コンパス,n1
サイクル,サイクル,n1
サイズ,サイズ,n1
サボる,サボる,n1
サンキュー,サンキュー,n1
サンタクロース,サンタクロース,n1
シート,シート,n1
システム,システム,n1
シック,シック,n1
シナリオ,シナリオ,n1
ショー,ショー,n1
ショック,ショック,n1
ジーパン,ジーパン,n1
ジャズ,ジャズ,n1
ジャンパー,ジャンパー,n1
ジャンプ,ジャンプ,n1
ジャンボ,ジャンボ,n1
ジャンル,ジャンル,n1
スタジオ,スタジオ,n1
スチーム,スチーム,n1
ストライキ,ストライキ,n1
ストレス,ストレス,n1
ストロー,ストロー,n1
ストロボ,ストロボ,n1
スピード,スピード,n1
スプリング,スプリング,n1
スペース,スペース,n1
スポーツカー,スポーツカー,n1
スラックス,スラックス,n1
セール,セール,n1
セクション,セクション,n1
セックス,セックス,n1
セレモニー,セレモニー,n1
センス,センス,n1
ゼリー,ゼリー,n1
ソース,ソース,n1
ソックス,ソックス,n1
ソロ,ソロ,n1
タイトル,タイトル,n1
タイピスト,タイピスト,n1
タイマー,タイマー,n1
タイミング,タイミング,n1
タイム,タイム,n1
タイムリー,タイムリー,n1
タイヤ,タイヤ,n1
タイル,タイル,n1
タレント,タレント,n1
タワー,タワー,n1
ダース,ダース,n1
ダウン,ダウン,n1
ダブる,ダブる,n1
ダンプ,ダンプ,n1
チームワーク,チームワーク,n1
チェンジ,チェンジ,n1
チャイム,チャイム,n1
チャンネル,チャンネル,n1
ティッシュペーパー,ティッシュペーパー,n1
テレックス,テレックス,n1
データ,データ,n1
デコレーション,デコレーション,n1
デザート,デザート,n1
デザイン,デザイン,n1
デッサン,デッサン,n1
デモンストレーション,デモンストレーション,n1
トーン,トーン,n1
トラブル,トラブル,n1
トランジスター,トランジスター,n1
ドライ,ドライ,n1
ドライクリーニング,ドライクリーニング,n1
ドライバー,ドライバー,n1
ドライブイン,ドライブイン,n1
ドリル,ドリル,n1
ナイター,ナイター,n1
ナプキン,ナプキン,n1
ナンセンス,ナンセンス,n1
ニュー,ニュー,n1
ニュアンス,ニュアンス,n1
ネガ,ネガ,n1
ノイローゼ,ノイローゼ,n1
ハンガー,ハンガー,n1
バー,バー,n1
バッジ,バッジ,n1
バット,バット,n1
パジャマ,パジャマ,n1
パチンコ,パチンコ,n1
パトカー,パトカー,n1
パンク,パンク,n1
ヒント,ヒント,n1
ビールス,ビールス,n1
ビジネス,ビジネス,n1
ファイト,ファイト,n1
ファイル,ファイル,n1
ファン,ファン,n1
フィルター,フィルター,n1
フェリー,フェリー,n1
フォーム,フォーム,n1
フロント,フロント,n1
ブーツ,ブーツ,n1
ブーム,ブーム,n1
ブザー,ブザー,n1
ブルー,ブルー,n1
ベース,ベース,n1
ベスト,ベスト,n1
ベストセラー,ベストセラー,n1
ペア,ペア,n1
ホース,ホース,n1
ホール,ホール,n1
ボイコット,ボイコット,n1
ボルト,ボルト,n1
ポーズ,ポーズ,n1
ポイント,ポイント,n1
ポジション,ポジション,n1
ポット,ポット,n1
ポンプ,ポンプ,n1
マーク,マーク,n1
マスコミ,マスコミ,n1
マッサージ,マッサージ,n1
ミスプリント,ミスプリント,n1
ミセス,ミセス,n1
ミュージック,ミュージック,n1
ミリ,ミリ,n1
ムード,ムード,n1
メーカー,メーカー,n1
メッセージ,メッセージ,n1
メディア,メディア,n1
メロディー,メロディー,n1
モーテル,モーテル,n1
モニター,モニター,n1
ヤング,ヤング,n1
ユニーク,ユニーク,n1
ユニフォーム,ユニフォーム,n1
ライス,ライス,n1
ラベル,ラベル,n1
ランプ,ランプ,n1
ルーズ,ルーズ,n1
ルール,ルール,n1
レース,レース,n1
レギュラー,レギュラー,n1
レクリエーション,レクリエーション,n1
レッスン,レッスン,n1
レディー,レディー,n1
レバー,レバー,n1
レンジ,レンジ,n1
レンタカー,レンタカー,n1
レントゲン,レントゲン,n1
ロープ,ロープ,n1
ローマ字,ローマじ,n1
ロマンチック,ロマンチック,n1
ワット,ワット,n1
あいかわらず,あいかわらず,n2
アイデア,アイデア,n2
アイデア,アイ,n2
アイ,アイデア,n2
アイ,アイ,n2
ディア,ディア,n2
あいまい,あいまい,n2
遭う,あう,n2
扇ぐ,あおぐ,n2
青白い,あおじろい,n2
あかんぼう,あかんぼう,n2
明き,あき,n2
あきれる,あきれる,n2
アクセント,アクセント,n2
あくび,あくび,n2
飽くまで,あくまで,n2
明け方,あけがた,n2
揚げる,あげる,n2
挙げる,あげる,n2
憧れる,あこがれる,n2
足跡,あしあと,n2
味わう,あじわう,n2
預かる,あずかる,n2
暖まる,あたたまる,n2
暖める,あたためる,n2
あたりまえ,あたりまえ,n2
あひら,あひら,n2
あちらこちら,あちらこちら,n2
厚かましい,あつかましい,n2
圧縮,あっしゅく,n2
宛名,あてな,n2
あてはまる,あてはまる,n2
あてはめる,あてはめる,n2
暴れる,あばれる,n2
脂,あぶら,n2
あぶる,あぶる,n2
あふれる,あふれる,n2
雨戸,あまど,n2
甘やかす,あまやかす,n2
余る,あまる,n2
編物,あみもの,n2
編む,あむ,n2
危うい,あやうい,n2
怪しい,あやしい,n2
荒い,あらい,n2
粗い,あらい,n2
あらすじ,あらすじ,n2
争う,あらそう,n2
改めて,あらためて,n2
改める,あらためる,n2
著す,あらわす,n2
有難い,ありがたい,n2
在る,ある,n2
あれこれ,あれこれ,n2
あわただしい,あわただしい,n2
あわてる,あわてる,n2
安易,あんい,n2
案外,あんがい,n2
アンテナ,アンテナ,n2
言い出す,いいだす,n2
言い付ける,いいつける,n2
意義,いぎ,n2
生き生き,いきいき,n2
いきなり,いきなり,n2
育児,いくじ,n2
幾分,いくぶん,n2
生け花,いけばな,n2
以後,いご,n2
以降,いこう,n2
イコール,イコール,n2
勇ましい,いさましい,n2
衣食住,いしょくじゅう,n2
意地悪,いじわる,n2
いちいち,いちいち,n2
一応,いちおう,n2
一段と,いちだんと,n2
一流,いちりゅう,n2
佚,いつ,n2
一昨日,いっさくじつ,n2
一昨年,いっさくねん,n2
一斉,いっせい,n2
一旦,いったん,n2
一定,いってい,n2
いっていらっし,いっていらっし,n2
ゃい,ゃい,n2
いってらっしゃ,いってらっしゃ,n2
い,い,n2
いってまいりま,いってまいりま,n2
す,す,n2
いつのまにか,いつのまにか,n2
移転,いてん,n2
井戸,いど,n2
緯度,いど,n2
従姉妹,いとこ,n2
威張る,いばる,n2
嫌がる,いやがる,n2
いよいよ,いよいよ,n2
煎る,いる,n2
炒る,いる,n2
入れ物,いれもの,n2
インキ,インキ,n2
インタビュー,インタビュー,n2
引力,いんりょく,n2
ウーマン,ウーマン,n2
ウール,ウール,n2
ウエートレス,ウエートレス,n2
植木,うえき,n2
飢える,うえる,n2
浮ぶ,うかぶ,n2
浮かべる,うかべる,n2
浮く,うく,n2
承る,うけたまわる,n2
受取,うけとり,n2
受け持つ,うけもつ,n2
薄暗い,うすぐらい,n2
薄める,うすめる,n2
打合せ,うちあわせ,n2
打ち消す,うちけす,n2
討つ,うつ,n2
うっかり,うっかり,n2
映す,うつす,n2
写る,うつる,n2
映る,うつる,n2
うどん,うどん,n2
有無,うむ,n2
埋める,うめる,n2
敬う,うやまう,n2
裏返す,うらがえす,n2
裏口,うらぐち,n2
占う,うらなう,n2
恨み,うらみ,n2
恨む,うらむ,n2
羨ましい,うらやましい,n2
羨む,うらやむ,n2
売上,うりあげ,n2
売り切れ,うりきれ,n2
売り切れる,うりきれる,n2
売行き,うれゆき,n2
うろうろ,うろうろ,n2
運河,うんが,n2
うんと,うんと,n2
英文,えいぶん,n2
英和,えいわ,n2
ええと,ええと,n2
液体,えきたい,n2
エチケット,エチケット,n2
絵の具,えのぐ,n2
エプロン,エプロン,n2
偉い,えらい,n2
宴会,えんかい,n2
園芸,えんげい,n2
演劇,えんげき,n2
円周,えんしゅう,n2
遠足,えんそく,n2
延長,えんちょう,n2
煙突,えんとつ,n2
追い掛ける,おいかける,n2
追い越す,おいこす,n2
オイル,オイル,n2
応援,おうえん,n2
王女,おうじょ,n2
応ずる,おうずる,n2
応接,おうせつ,n2
応対,おうたい,n2
往復,おうふく,n2
欧米,おうべい,n2
応用,おうよう,n2
オーケストラ,オーケストラ,n2
おおざっぱ,おおざっぱ,n2
大通り,おおどおり,n2
オートメーショ,オートメーショ,n2
ン,ン,n2
オーバーコート,オーバーコート,n2
大凡,おおよそ,n2
お帰り,おかえり,n2
おかけください,おかけください,n2
おかげさまで,おかげさまで,n2
おかず,おかず,n2
拝む,おがむ,n2
お代わり,おかわり,n2
補う,おぎなう,n2
おきのどくに,おきのどくに,n2
屋外,おくがい,n2
おくさん,おくさん,n2
送り仮名,おくりがな,n2
おげんきで,おげんきで,n2
怠る,おこたる,n2
押える,おさえる,n2
おさきに,おさきに,n2
納める,おさめる,n2
治める,おさめる,n2
惜しい,おしい,n2
御辞儀,おじぎ,n2
伯父さん,おじさん,n2
小父さん,おじさん,n2
叔父さん,おじさん,n2
おしゃれ,おしゃれ,n2
おじゃまします,おじゃまします,n2
教わる,おそわる,n2
おだいじに,おだいじに,n2
落着く,おちつく,n2
御手洗,おてあらい,n2
お出掛け,おでかけ,n2
